"gene","terms","newTerms"
"YOR203W","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YEL013W","membrane;nucle;ion;","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process"
"YPR040W",";ion;molecular_function","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;molecular_function"
"YDR385W",";;",""
"YOR280C","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YDR480W","nucle;negative;regulation;ion;transcription","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;biological regulation;regulation of biological process;negative regulation of biological process;regulation of cellular process;negative regulation of cellular process;regulation of metabolic process;positive regulation of biological process;multicellular organismal process;macromolecule metabolic process;nucleobase-containing compound metabolic process"
"YML004C",";metabolic process;ion;catabolic process;","all;biological_process;metabolic process;organic substance metabolic process;cellular process;cellular metabolic process;primary metabolic process;nitrogen compound metabolic process;small molecule metabolic process;organic cyclic compound metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process;catabolic process;organic substance catabolic process;cellular catabolic process"
"YHR093W","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YLR023C",";ion;molecular_function","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;molecular_function"
"YBR059C",";ion;regulation;kinase","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;positive regulation of biological process;negative regulation of biological process;regulation of metabolic process;molecular_function;catalytic activity;transferase activity;transferase activity, transferring phosphorus-containing groups;kinase activity;phosphotransferase activity, alcohol group as acceptor"
"YDL198C","mitochond;membrane;metabolic process;transport;ion;transmembrane;transporter","all;biological_process;cellular process;metabolic process;cellular metabolic process;localization;cellular component organization or biogenesis;cellular component organization;organic substance metabolic process;nitrogen compound metabolic process;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;primary metabolic process;small molecule metabolic process;organic cyclic compound metabolic process;organic substance transport;ion transport;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process;ion transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity;anion transmembrane transporter activity;organic anion transmembrane transporter activity;organic acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity"
"YLR072W","membrane;mitochond;nucle;transport;transporter","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;cellular process;metabolic process;cellular metabolic process;cellular component organization or biogenesis;cellular component organization;organic substance metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;organic substance transport;ion transport;ion transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity;anion transmembrane transporter activity;organic anion transmembrane transporter activity;organic acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity"
"YER180C","cellular_component;ion;molecular_function","cellular_component;all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;molecular_function"
"YGR212W","nucle;membrane;;","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport"
"YJL011C","nucle;cytosol;ion;RNA polymerase","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;localization;transport;establishment of localization;biological regulation;cellular ion homeostasis;cellular calcium ion homeostasis;cellular metal ion homeostasis;regulation of biological process;regulation of cellular process;multicellular organismal process;nucleobase-containing compound metabolic process;RNA metabolic process;macromolecule metabolic process"
"YKL138C","mitochond;ribosomal;ion;","all;biological_process;cellular process;metabolic process;cellular metabolic process;localization;cellular component organization or biogenesis;cellular component organization;organic substance metabolic process;nitrogen compound metabolic process;ribonucleoprotein complex biogenesis;ribosome biogenesis;cellular component biogenesis;regulation of biological process;biological regulation;cellular_component;regulation of cellular process;multicellular organismal process"
"YPL093W","nucle;nucleolus;;","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;cellular_component;intracellular;cell;nucleus;protein localization;membrane-enclosed lumen;nuclear lumen;macromolecule localization"
"YDR347W","mitochond;ribosomal;ion;","all;biological_process;cellular process;metabolic process;cellular metabolic process;localization;cellular component organization or biogenesis;cellular component organization;organic substance metabolic process;nitrogen compound metabolic process;ribonucleoprotein complex biogenesis;ribosome biogenesis;cellular component biogenesis;regulation of biological process;biological regulation;cellular_component;regulation of cellular process;multicellular organismal process"
"YER086W",";catabolic process;","all;biological_process;metabolic process;catabolic process;organic substance metabolic process;organic substance catabolic process;cellular process;cellular metabolic process;cellular catabolic process;primary metabolic process"
"YDR207C",";ion;negative;regulation;positive;RNA polymerase;transcription","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;negative regulation of biological process;negative regulation of cellular process;regulation of metabolic process;positive regulation of biological process;positive regulation of cellular process;nucleobase-containing compound metabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;primary metabolic process"
"YLR264W","cytosol;ribosomal;ion;positive;regulation;catabolic process;","all;biological_process;cellular process;localization;transport;establishment of localization;biological regulation;cellular ion homeostasis;cellular calcium ion homeostasis;cellular metal ion homeostasis;ribonucleoprotein complex biogenesis;ribosome biogenesis;cellular component biogenesis;cellular component organization or biogenesis;regulation of biological process;cellular_component;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;positive regulation of biological process;positive regulation of cellular process;regulation of metabolic process;negative regulation of biological process;catabolic process;organic substance catabolic process;cellular catabolic process;primary metabolic process"
"YKR023W",";biological_process;molecular_function","biological_process;molecular_function"
"YDL218W",";biological_process;molecular_function","biological_process;molecular_function"
"YKL038W","nucle;negative;regulation;ion;metabolic process;transport;positive;RNA polymerase;transcription","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;biological regulation;regulation of biological process;negative regulation of biological process;regulation of cellular process;negative regulation of cellular process;regulation of metabolic process;positive regulation of biological process;multicellular organismal process;small molecule metabolic process;organic cyclic compound metabolic process;localization;establishment of localization;transport;organic substance transport;molecular_function;transporter activity;transmembrane transporter activity;ion transport;positive regulation of cellular process;nucleobase-containing compound metabolic process;RNA metabolic process;macromolecule metabolic process"
"YDR424C","cytoplasm;nucle;ion;positive;regulation;ATP","all;biological_process;cellular_component;cell;cell part;intracellular;intracellular part;cellular process;cytoplasm;cytoplasmic part;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process;positive regulation of biological process;positive regulation of cellular process;regulation of metabolic process;negative regulation of biological process;molecular_function;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;pyrophosphatase activity;nucleoside-triphosphatase activity;ATPase activity;ATPase activity, coupled"
"YLR286C","extracellular;ion;catabolic process;","all;biological_process;cellular process;cellular_component;biological regulation;extracellular region;cellular component organization or biogenesis;extracellular region part;regulation of biological process;cellular component organization;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;catabolic process;organic substance catabolic process;cellular catabolic process;primary metabolic process"
"YNL016W","cytoplasm;nucle;catabolic process;regulation;ion;","all;biological_process;cellular_component;cell;cell part;intracellular;intracellular part;cellular process;cytoplasm;cytoplasmic part;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;catabolic process;organic substance catabolic process;cellular catabolic process;biological regulation;regulation of biological process;regulation of cellular process;positive regulation of biological process;negative regulation of biological process;regulation of metabolic process;multicellular organismal process"
"YDL118W","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YGL199C","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YKL107W","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YPL079W","cytosol;ribosomal;ion;","all;biological_process;cellular process;localization;transport;establishment of localization;biological regulation;cellular ion homeostasis;cellular calcium ion homeostasis;cellular metal ion homeostasis;ribonucleoprotein complex biogenesis;ribosome biogenesis;cellular component biogenesis;cellular component organization or biogenesis;regulation of biological process;cellular_component;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process"
"YDL085W","mitochond;ion;NADH;dehydrogenase","all;biological_process;cellular process;metabolic process;cellular metabolic process;localization;cellular component organization or biogenesis;cellular component organization;organic substance metabolic process;nitrogen compound metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process;molecular_function;catalytic activity;oxidoreductase activity;nucleobase-containing compound metabolic process;cellular aromatic compound metabolic process;nucleoside phosphate metabolic process;phosphorus metabolic process;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;oxidoreductase activity, acting on the aldehyde or oxo group of donors;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;oxidoreductase activity, acting on the CH-CH group of donors;oxidoreductase activity, acting on the CH-NH group of donors;oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor;cellular_component;protein-containing complex;steroid dehydrogenase activity;catalytic complex"
"YFL049W","nucle;cytosol;positive;regulation;ion;","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;localization;transport;establishment of localization;biological regulation;cellular ion homeostasis;cellular calcium ion homeostasis;cellular metal ion homeostasis;regulation of biological process;positive regulation of biological process;regulation of cellular process;positive regulation of cellular process;regulation of metabolic process;negative regulation of biological process;multicellular organismal process"
"YKR018C",";biological_process;molecular_function","biological_process;molecular_function"
"YOR171C","endoplasm;membrane;metabolic process;kinase","all;biological_process;cellular process;cellular_component;biological regulation;cell;cell part;intracellular;cytoplasm;intracellular part;localization;establishment of localization;transport;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;metabolic process;organic substance metabolic process;cellular metabolic process;primary metabolic process;nitrogen compound metabolic process;small molecule metabolic process;organic cyclic compound metabolic process;catalytic activity;transferase activity;transferase activity, transferring phosphorus-containing groups;kinase activity;phosphotransferase activity, alcohol group as acceptor;regulation of biological process"
"YKL003C","mitochond;ribosomal;ion;","all;biological_process;cellular process;metabolic process;cellular metabolic process;localization;cellular component organization or biogenesis;cellular component organization;organic substance metabolic process;nitrogen compound metabolic process;ribonucleoprotein complex biogenesis;ribosome biogenesis;cellular component biogenesis;regulation of biological process;biological regulation;cellular_component;regulation of cellular process;multicellular organismal process"
"YHR069C","nucle;cytoplasm;catabolic process;ion;molecular_function","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;cellular_component;cell;cell part;intracellular;intracellular part;cytoplasm;cytoplasmic part;catabolic process;organic substance catabolic process;cellular catabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process;molecular_function"
"YDR329C","membrane;endoplasm;ion;protein;","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;cellular process;biological regulation;cell;cell part;intracellular;cytoplasm;intracellular part;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;macromolecule metabolic process;nitrogen compound metabolic process;primary metabolic process"
"YFR025C",";;",""
"YBR175W",";histone;ion;regulation;histone","all;biological_process;cellular process;chromatin organization;organelle organization;cellular component organization;chromosome organization;cellular component organization or biogenesis;metabolic process;macromolecule metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process;organic substance metabolic process;cellular metabolic process;positive regulation of biological process;negative regulation of biological process;regulation of metabolic process"
"YGL249W",";ion;positive;regulation;protein;molecular_function","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;positive regulation of biological process;positive regulation of cellular process;regulation of metabolic process;negative regulation of biological process;macromolecule metabolic process;nitrogen compound metabolic process;primary metabolic process;molecular_function"
"YKL192C",";;",""
"YIL041W","membrane;ion;molecular_function","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process"
"YLR311C","membrane;biological_process;molecular_function","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport"
"YPR098C",";biological_process;molecular_function","biological_process;molecular_function"
"YNR009W",";negative;regulation;ion;transcription","all;biological_process;biological regulation;regulation of biological process;negative regulation of biological process;cellular process;regulation of cellular process;negative regulation of cellular process;metabolic process;regulation of metabolic process;positive regulation of biological process;multicellular organismal process;organic substance metabolic process;cellular metabolic process;macromolecule metabolic process;nitrogen compound metabolic process;primary metabolic process;nucleobase-containing compound metabolic process"
"__not_aligned",";;",""
"YJR151C",";biological_process;molecular_function","biological_process;molecular_function"
"YKL065C","endoplasm;biological_process;molecular_function","all;biological_process;cellular process;cellular_component;biological regulation;cell;cell part;intracellular;cytoplasm;intracellular part;molecular_function"
"YJR046W","nucle;cytoplasm;repair;ion;regulation;ATP","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;cellular_component;cell;cell part;intracellular;intracellular part;cytoplasm;cytoplasmic part;response to stimulus;response to stress;macromolecule metabolic process;cellular macromolecule metabolic process;cellular response to stimulus;nucleobase-containing compound metabolic process;heterocycle metabolic process;nucleic acid metabolic process;organic cyclic compound metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process;positive regulation of biological process;negative regulation of biological process;regulation of metabolic process;molecular_function;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;pyrophosphatase activity;nucleoside-triphosphatase activity;ATPase activity;ATPase activity, coupled"
"YMR007W","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YDL172C","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YFL023W","cytoplasm;cytosol;ion;molecular_function","all;biological_process;cellular_component;cell;cell part;intracellular;intracellular part;cellular process;cytoplasm;cytoplasmic part;localization;transport;establishment of localization;biological regulation;cellular ion homeostasis;cellular calcium ion homeostasis;cellular metal ion homeostasis;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;molecular_function"
"YDR092W","nucle;cytoplasm;protein;ion;repair;","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;cellular_component;cell;cell part;intracellular;intracellular part;cytoplasm;cytoplasmic part;biological regulation;regulation of biological process;macromolecule metabolic process;regulation of cellular process;multicellular organismal process;response to stimulus;response to stress;cellular macromolecule metabolic process;cellular response to stimulus;nucleobase-containing compound metabolic process;heterocycle metabolic process;nucleic acid metabolic process;organic cyclic compound metabolic process"
"YPL108W",";biological_process;molecular_function","biological_process;molecular_function"
"YBR171W","membrane;endoplasm;protein;ion;targeting;transporter","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;cellular process;biological regulation;cell;cell part;intracellular;cytoplasm;intracellular part;regulation of biological process;metabolic process;macromolecule metabolic process;organic substance metabolic process;nitrogen compound metabolic process;primary metabolic process;regulation of cellular process;multicellular organismal process;cellular metabolic process;cellular localization;establishment of localization in cell;intracellular transport;intracellular protein transport;protein localization;protein transport;peptide transport;macromolecule localization;cellular protein localization;amide transport;establishment of protein localization;cellular macromolecule localization;organic substance transport;nitrogen compound transport;ion transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity;anion transmembrane transporter activity;organic anion transmembrane transporter activity;organic acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity"
"YJL157C","nucle;cytoplasm;membrane;ion;protein;kinase","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;cellular_component;cell;cell part;intracellular;intracellular part;cytoplasm;cytoplasmic part;localization;establishment of localization;transport;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process;macromolecule metabolic process;catalytic activity;transferase activity;transferase activity, transferring phosphorus-containing groups;kinase activity;phosphotransferase activity, alcohol group as acceptor"
"YNL070W","membrane;mitochond;protein;","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;cellular process;metabolic process;cellular metabolic process;cellular component organization or biogenesis;cellular component organization;organic substance metabolic process;nitrogen compound metabolic process;biological regulation;regulation of biological process;macromolecule metabolic process;primary metabolic process"
"YOR059C",";;",""
"YOR273C","membrane;transport;transmembrane;transporter","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;organic substance transport;ion transport;ion transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity;anion transmembrane transporter activity;organic anion transmembrane transporter activity;organic acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity"
"YBR200W",";ion;","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process"
"YNL262W",";ion;repair;","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;response to stimulus;response to stress;nitrogen compound metabolic process;macromolecule metabolic process;primary metabolic process;cellular macromolecule metabolic process;cellular response to stimulus;nucleobase-containing compound metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;heterocycle metabolic process;nucleic acid metabolic process;organic cyclic compound metabolic process"
"YAR028W",";biological_process;molecular_function","biological_process;molecular_function"
"YAR053W","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YOL069W","nucle;ion;","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process"
"YLL042C","cellular_component;protein;ion;","cellular_component;all;biological_process;cellular process;biological regulation;regulation of biological process;metabolic process;macromolecule metabolic process;organic substance metabolic process;nitrogen compound metabolic process;primary metabolic process;regulation of cellular process;multicellular organismal process;cellular metabolic process"
"YDR412W","cytoplasm;;molecular_function","all;biological_process;cellular_component;cell;cell part;intracellular;intracellular part;cellular process;cytoplasm;cytoplasmic part;molecular_function"
"YDR129C",";ion;","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process"
"YOL134C","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YJL199C","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YBR157C","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YCL036W","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YOL092W","membrane;;transmembrane;transporter","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;ion transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity;anion transmembrane transporter activity;organic anion transmembrane transporter activity;organic acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity"
"YOR077W",";biological_process;molecular_function","biological_process;molecular_function"
"YOL043C","nucle;repair;ion;","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;response to stimulus;response to stress;macromolecule metabolic process;cellular macromolecule metabolic process;cellular response to stimulus;nucleobase-containing compound metabolic process;heterocycle metabolic process;nucleic acid metabolic process;organic cyclic compound metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process"
"YDR402C","cellular_component;;","cellular_component"
"YIL026C","nucle;cytosol;ion;","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;localization;transport;establishment of localization;biological regulation;cellular ion homeostasis;cellular calcium ion homeostasis;cellular metal ion homeostasis;regulation of biological process;regulation of cellular process;multicellular organismal process"
"YEL041W","cellular_component;;kinase;NAD+;NADH","cellular_component;all;molecular_function;catalytic activity;transferase activity;transferase activity, transferring phosphorus-containing groups;kinase activity;phosphotransferase activity, alcohol group as acceptor;biological_process;regulation of biological process;biological regulation;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;metabolic process;cellular process;nucleobase-containing compound metabolic process;cellular aromatic compound metabolic process;nucleoside phosphate metabolic process;phosphorus metabolic process"
"YGL042C","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YNL244C",";ion;","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process"
"YNR027W",";;kinase","all;molecular_function;catalytic activity;transferase activity;transferase activity, transferring phosphorus-containing groups;kinase activity;phosphotransferase activity, alcohol group as acceptor;biological_process;regulation of biological process;biological regulation"
"YLR458W",";biological_process;molecular_function","biological_process;molecular_function"
"YGL055W","membrane;endoplasm;ion;","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport;cellular process;biological regulation;cell;cell part;intracellular;cytoplasm;intracellular part;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process"
"YBR092C",";metabolic process;","all;biological_process;metabolic process;organic substance metabolic process;cellular process;cellular metabolic process;primary metabolic process;nitrogen compound metabolic process;small molecule metabolic process;organic cyclic compound metabolic process"
"YNL095C","membrane;biological_process;molecular_function","all;biological_process;localization;establishment of localization;transport;cellular_component;molecular_function;transporter activity;transmembrane transporter activity;transmembrane transport"
"YDR529C","mitochond;transport;ion;","all;biological_process;cellular process;metabolic process;cellular metabolic process;localization;cellular component organization or biogenesis;cellular component organization;organic substance metabolic process;nitrogen compound metabolic process;establishment of localization;transport;organic substance transport;molecular_function;transporter activity;transmembrane transporter activity;ion transport;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process"
"YGR044C","nucle;negative;regulation;ion;positive;RNA polymerase;transcription","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;biological regulation;regulation of biological process;negative regulation of biological process;regulation of cellular process;negative regulation of cellular process;regulation of metabolic process;positive regulation of biological process;multicellular organismal process;positive regulation of cellular process;nucleobase-containing compound metabolic process;RNA metabolic process;macromolecule metabolic process"
"YBL113C","cellular_component;biological_process;","cellular_component;biological_process"
"YOR219C",";ion;peptidase","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;molecular_function;catalytic activity;catalytic activity, acting on a protein;hydrolase activity;peptidase activity;peptidase activity, acting on L-amino acid peptides"
"YLR135W","nucle;repair;ion;regulation;","all;biological_process;cellular process;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;response to stimulus;response to stress;macromolecule metabolic process;cellular macromolecule metabolic process;cellular response to stimulus;nucleobase-containing compound metabolic process;heterocycle metabolic process;nucleic acid metabolic process;organic cyclic compound metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process;positive regulation of biological process;negative regulation of biological process;regulation of metabolic process"
"YPL226W","cytoplasm;;ATP","all;biological_process;cellular_component;cell;cell part;intracellular;intracellular part;cellular process;cytoplasm;cytoplasmic part;molecular_function;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;pyrophosphatase activity;nucleoside-triphosphatase activity;ATPase activity;ATPase activity, coupled"
"SCER_lnc0960",";;",""
"YML018C",";biological_process;molecular_function","biological_process;molecular_function"
"YDL044C","mitochond;ion;","all;biological_process;cellular process;metabolic process;cellular metabolic process;localization;cellular component organization or biogenesis;cellular component organization;organic substance metabolic process;nitrogen compound metabolic process;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process"
"YLR160C",";catabolic process;starvation;ion;","all;biological_process;metabolic process;catabolic process;organic substance metabolic process;organic substance catabolic process;cellular process;cellular metabolic process;cellular catabolic process;primary metabolic process;response to stress;response to external stimulus;response to extracellular stimulus;response to nutrient levels;response to stimulus;response to starvation;cell communication;cellular response to stress;cellular response to stimulus;cellular response to extracellular stimulus;cellular response to nutrient levels;cellular response to external stimulus;cellular response to starvation;biological regulation;regulation of biological process;regulation of cellular process;multicellular organismal process"
"YDL011C","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YER112W","cytoplasm;nucle;nucleolus;catabolic process;snRNA binding","all;biological_process;cellular_component;cell;cell part;intracellular;intracellular part;cellular process;cytoplasm;cytoplasmic part;metabolic process;organic substance metabolic process;cellular metabolic process;nitrogen compound metabolic process;primary metabolic process;cellular aromatic compound metabolic process;cellular nitrogen compound metabolic process;nucleus;protein localization;membrane-enclosed lumen;nuclear lumen;macromolecule localization;catabolic process;organic substance catabolic process;cellular catabolic process;molecular_function;nucleic acid binding;RNA binding;binding;organic cyclic compound binding;heterocyclic compound binding"
"YDR355C","cellular_component;biological_process;molecular_function","cellular_component;biological_process;molecular_function"
"YKR100C",";ion;molecular_function","all;biological_process;biological regulation;cellular process;regulation of biological process;regulation of cellular process;multicellular organismal process;metabolic process;organic substance metabolic process;cellular metabolic process;molecular_function"
